#Image,X,Y,Z,Omega,Phi,Kappa,SigmaHoriz,SigmaVert
Elettra-Carroponte2024-4423_pt.jpg,19.56775706462464,13.857970533394251,5.6635546727272725,-1.483183,-0.028753,32.38110507652334,2.0,0.5
Elettra-Carroponte2024-4424_pt.jpg,18.738804918033058,13.371985852211303,5.6635546727272725,-1.483183,-0.028753,33.49287984545316,2.0,0.5
Elettra-Carroponte2024-4425_pt.jpg,17.91943237010696,12.870018323990251,5.6635546727272725,-1.483183,-0.028753,34.60462531049947,2.0,0.5
Elettra-Carroponte2024-4426_pt.jpg,17.10994754328468,12.352256712022161,5.6635546727272725,-1.483183,-0.028753,35.716341228192306,1.0,0.3
Elettra-Carroponte2024-4427_pt.jpg,16.388828265524623,11.872053694354229,5.6635546727272725,-1.483183,-0.028753,36.71866168837144,2.0,0.5
Elettra-Carroponte2024-4428_pt.jpg,15.676214860494149,11.379316354683837,5.6635546727272725,-1.483183,-0.028753,37.72095777755655,2.0,0.5
Elettra-Carroponte2024-4429_pt.jpg,14.972325172448215,10.874195321665866,5.6635546727272725,-1.483183,-0.028753,38.72322934084653,2.0,0.5
Elettra-Carroponte2024-4430_pt.jpg,14.277374378821804,10.356845009621317,5.6635546727272725,-1.483183,-0.028753,39.725476230882606,2.0,0.5
Elettra-Carroponte2024-4431_pt.jpg,13.591574924450786,9.827423571333291,5.6635546727272725,-1.483183,-0.028753,40.727698307891245,2.0,0.5
Elettra-Carroponte2024-4432_pt.jpg,12.915136456627927,9.286092849699976,5.6635546727272725,-1.483183,-0.028753,41.72989543972491,2.0,0.5
Elettra-Carroponte2024-4433_pt.jpg,12.248265761014316,8.733018328259732,5.6635546727272725,-1.483183,-0.028753,42.732067501900474,2.0,0.5
Elettra-Carroponte2024-4434_pt.jpg,11.591166698425305,8.16836908060305,5.6635546727272725,-1.483183,-0.028753,43.734214377635084,2.0,0.5
Elettra-Carroponte2024-4435_pt.jpg,10.944040142510978,7.5923177186872906,5.6635546727272725,-1.483183,-0.028753,44.7363359578797,2.0,0.5
Elettra-Carroponte2024-4436_pt.jpg,10.307083918349257,7.005040340069478,5.6635546727272725,-1.483183,-0.028753,45.73843214135039,1.0,0.3
Elettra-Carroponte2024-4437_pt.jpg,9.753060384295914,6.477089708930521,5.6635546727272725,-1.483183,-0.028753,46.62358680716292,2.0,0.5
Elettra-Carroponte2024-4438_pt.jpg,9.207256494502111,5.940645807771304,5.6635546727272725,-1.483183,-0.028753,47.50872152442443,2.0,0.5
Elettra-Carroponte2024-4439_pt.jpg,8.669802437129185,5.395836592156904,5.6635546727272725,-1.483183,-0.028753,48.393836238547465,2.0,0.5
Elettra-Carroponte2024-4440_pt.jpg,8.140826408690316,4.84279201299352,5.6635546727272725,-1.483183,-0.028753,49.27893089973023,2.0,0.5
Elettra-Carroponte2024-4441_pt.jpg,7.620454583472309,4.281643985531737,5.6635546727272725,-1.483183,-0.028753,50.1640054629672,2.0,0.5
Elettra-Carroponte2024-4442_pt.jpg,7.108811083439846,3.712526357901446,5.6635546727272725,-1.483183,-0.028753,51.049059888058565,2.0,0.5
Elettra-Carroponte2024-4443_pt.jpg,6.606017948629301,3.1355748791856684,5.6635546727272725,-1.483183,-0.028753,51.93409413961851,2.0,0.5
Elettra-Carroponte2024-4444_pt.jpg,6.11219510803889,2.550927167040822,5.6635546727272725,-1.483183,-0.028753,52.81910818708252,2.0,0.5
Elettra-Carroponte2024-4445_pt.jpg,5.627460351022748,1.958722674871538,5.6635546727272725,-1.483183,-0.028753,53.704102004713064,2.0,0.5
Elettra-Carroponte2024-4446_pt.jpg,5.1519292991950465,1.3591026585673802,5.6635546727272725,-1.483183,-0.028753,54.589075571604695,2.0,0.5
Elettra-Carroponte2024-4447_pt.jpg,4.685715378851285,0.7522101428096875,5.6635546727272725,-1.483183,-0.028753,55.474028871687665,1.0,0.3
Elettra-Carroponte2024-4448_pt.jpg,4.164748132456538,0.050307510848533354,5.6635546727272725,-1.483183,-0.028753,56.48479532043791,2.0,0.5
Elettra-Carroponte2024-4449_pt.jpg,3.656243271618685,-0.6606755994110678,5.6635546727272725,-1.483183,-0.028753,57.495535305307726,2.0,0.5
Elettra-Carroponte2024-4450_pt.jpg,3.160359033903646,-1.3805179428141052,5.6635546727272725,-1.483183,-0.028753,58.50624882552182,2.0,0.5
Elettra-Carroponte2024-4451_pt.jpg,2.6772497295664692,-2.108995517371472,5.6635546727272725,-1.483183,-0.028753,59.516935888539535,2.0,0.5
Elettra-Carroponte2024-4452_pt.jpg,2.207065693532684,-2.845881633965547,5.6635546727272725,-1.483183,-0.028753,60.52759651005016,2.0,0.5
Elettra-Carroponte2024-4453_pt.jpg,1.749953238616797,-3.5909469868916766,5.6635546727272725,-1.483183,-0.028753,61.53823071396516,2.0,0.5
Elettra-Carroponte2024-4454_pt.jpg,1.3060546099924721,-4.343959725213924,5.6635546727272725,-1.483183,-0.028753,62.54883853240847,2.0,0.5
Elettra-Carroponte2024-4455_pt.jpg,0.875507940928216,-5.104685524913055,5.6635546727272725,-1.483183,-0.028753,63.55942000570377,2.0,0.5
Elettra-Carroponte2024-4456_pt.jpg,0.4584472098029977,-5.872887661803752,5.6635546727272725,-1.483183,-0.028753,64.56997518235926,2.0,0.5
Elettra-Carroponte2024-4457_pt.jpg,0.05500219841442089,-6.648327085199153,5.6635546727272725,-1.483183,-0.028753,65.58050411905029,1.0,0.3
Elettra-Carroponte2024-4458_pt.jpg,-0.2965141153808375,-7.352540300637763,5.6635546727272725,-1.483183,-0.028753,66.49038150675625,2.0,0.5
Elettra-Carroponte2024-4459_pt.jpg,-0.6368008907260077,-8.06224790394198,5.6635546727272725,-1.483183,-0.028753,67.40023772568986,2.0,0.5
Elettra-Carroponte2024-4460_pt.jpg,-0.9657722754456657,-8.77727084042597,5.6635546727272725,-1.483183,-0.028753,68.31007283413447,2.0,0.5
Elettra-Carroponte2024-4461_pt.jpg,-1.2833452721650929,-9.497428714379478,5.6635546727272725,-1.483183,-0.028753,69.21988689568286,2.0,0.5
Elettra-Carroponte2024-4462_pt.jpg,-1.5894397592498564,-10.222539834580335,5.6635546727272725,-1.483183,-0.028753,70.12967997921965,2.0,0.5
